"attribute_code","frontend_label","frontend_input","is_visible_on_front","is_user_defined","is_required"
"tueranschlag","Türanschlag","select","1","1","0"
"typklasse_fuer_sicherheitsanfo","Typklasse für Sicherheitsanforderungen gemäß EN 574","select","1","1","0"
"ueberbrueckungszeit_volllast","Überbrückungszeit Volllast","select","1","1","0"
"uebertragungsrate","Übertragungsrate","select","1","1","0"
"ueberwachungseinrichtung","Überwachungseinrichtung","select","1","1","0"
"umbau_von_fest_zu_plug_in","Umbau von fest zu Plug-in","select","1","1","0"
"umbau_von_plug_in_zu_fest","Umbau von Plug-in zu fest","select","1","1","0"
"unterputz","Unterputz","select","1","1","0"
"usb_anschluss","USB-Anschluss","select","1","1","0"
"usv_technologie","USV-Technologie","select","1","1","0"
"uv_bestaendig","UV-beständig","select","1","1","0"
"vde_geprueft","VDE geprüft","select","1","1","0"
"vendor","Vendor","text","1","1","0"
"verarbeitungszeit","Verarbeitungszeit","select","1","1","0"
"verbindungsart","Verbindungsart","select","1","1","0"
"verlaengertes_aufsatzstueck","Verlängertes Aufsatzstück","select","1","1","0"
"verlustleistung","Verlustleistung","select","1","1","0"
"vernetzbar","Vernetzbar","select","1","1","0"
"vernetzbar_ueber_kabel","Vernetzbar über Kabel","select","1","1","0"
"versorgungsspannung","Versorgungsspannung","select","1","1","0"
"verstellbar","Verstellbar","select","1","1","0"
"verstellbares_objektiv","Verstellbares Objektiv","select","1","1","0"
"verwendung","Verwendung","select","1","1","0"
"verzinnt","Verzinnt","select","1","1","0"
"verzoegerungszeit_einstellbar","Verzögerungszeit einstellbar","select","1","1","0"
"videoansteuerung","Videoansteuerung","select","1","1","0"
"videoerweiterung_moeglich","Videoerweiterung möglich","select","1","1","0"
"videosteuerung","Videosteuerung","select","1","1","0"
"vollkornprogramm","Vollkornprogramm","select","1","1","0"
"volumen_des_wassertanks","Volumen des Wassertanks","select","1","1","0"
"vorpraegungen","Vorprägungen","select","1","1","0"
"vorprogrammiert","Vorprogrammiert","select","1","1","0"
"vulkanisierend","Vulkanisierend","select","1","1","0"
"wahlschalter_fuer_softeis","Wahlschalter für Softeis","select","1","1","0"
"walzenbreite","Walzenbreite","select","1","1","0"
"wandleranschluss","Wandleranschluss","select","1","1","0"
"wandmontage_moeglich","Wandmontage möglich","select","1","1","0"
"wandsender","Wandsender","select","1","1","0"
"wandstaerke","Wandstärke","select","1","1","0"
"wasserdicht","Wasserdicht","select","1","1","0"
"wasserfest","Wasserfest","select","1","1","0"
"wassertank_abnehmbar","Wassertank abnehmbar","select","1","1","0"
"wege_system","Wege-System","select","1","1","0"
"weitspann_ausfuehrung","Weitspann-Ausführung","select","1","1","0"
"wellenwiderstand","Wellenwiderstand","select","1","1","0"
"werkstoff","Werkstoff","select","1","1","0"
"werkstoff_borsten","Werkstoff Borsten","select","1","1","0"
"werkstoff_der_huelse","Werkstoff der Hülse","select","1","1","0"
"werkstoff_der_klinge","Werkstoff der Klinge","select","1","1","0"
"werkstoff_der_kontaktbeschicht","Werkstoff der Kontaktbeschichtung","select","1","1","0"
"werkstoff_der_ruehrschuessel","Werkstoff der Rührschüssel","select","1","1","0"
"werkstoff_der_trittflaeche","Werkstoff der Trittfläche","select","1","1","0"
"werkstoff_des_anschlusses","Werkstoff des Anschlusses","select","1","1","0"
"werkstoff_des_befestigungsrahm","Werkstoff des Befestigungsrahmens","select","1","1","0"
"werkstoff_des_behaelters","Werkstoff des Behälters","select","1","1","0"
"werkstoff_des_frontrings","Werkstoff des Frontrings","select","1","1","0"
"werkstoff_des_gehaeuses","Werkstoff des Gehäuses","select","1","1","0"
"werkstoff_des_halters","Werkstoff des Halters","select","1","1","0"
"werkstoff_des_kodierelements","Werkstoff des Kodierelements","select","1","1","0"
"werkstoff_des_mixstabes","Werkstoff des Mixstabes","select","1","1","0"
"werkstoff_duebel","Werkstoff Dübel","select","1","1","0"
"werkstoff_griff","Werkstoff Griff","select","1","1","0"
"werkstoff_kabelbinder","Werkstoff Kabelbinder","select","1","1","0"
"werkstoff_leitungshalter","Werkstoff Leitungshalter","select","1","1","0"
"werkstoff_spiegel","Werkstoff Spiegel","select","1","1","0"
"werkstoffguete","Werkstoffgüte","select","1","1","0"
"werkzeugaufnahme","Werkzeugaufnahme","select","1","1","0"
"widerstand","Widerstand","select","1","1","0"
"width","Width","textarea","1","1","0"
"windgeschwindigkeitswert_einst","Windgeschwindigkeitswert einstellbar","select","1","1","0"
"winkel_des_bogens","Winkel des Bogens","select","1","1","0"
"wochenprogramm","Wochenprogramm","select","1","1","0"
"zaehlbereich","Zählbereich","select","1","1","0"
"zaehlertyp","Zählertyp","select","1","1","0"
"zangenform","Zangenform","select","1","1","0"
"zangenoeffnung","Zangenöffnung","select","1","1","0"
"zeitanzeige","Zeitanzeige","select","1","1","0"
"zeitbereich","Zeitbereich","select","1","1","0"
"zeiteinstellung","Zeiteinstellung","select","1","1","0"
"zeitschaltuhr","Zeitschaltuhr","select","1","1","0"
"zentraleingang","Zentraleingang","select","1","1","0"
"zentrierbohrer_durchmesser","Zentrierbohrer-Durchmesser","select","1","1","0"
"zolltarifnummer","","text","1","1","0"
"zu_bearbeitender_werkstoff","Zu bearbeitender Werkstoff","select","1","1","0"
"zulaessige_spannung_am_ausgang","Zulässige Spannung am Ausgang","select","1","1","0"
"zulaessiger_kabeldurchmesser","Zulässiger Kabeldurchmesser","select","1","1","0"
"zusammenklappbar","Zusammenklappbar","select","1","1","0"
"zusammenstellung","Zusammenstellung","select","1","1","0"
"zusatzgeraet_anreihbar","Zusatzgerät anreihbar","select","1","1","0"
"zwangsoeffnung","Zwangsöffnung","select","1","1","0"
"zweimetallverbinder","Zweimetallverbinder","select","1","1","0"
